alpha_taste,alpha_pantry,alpha_nutrition,recall@10,useful_recall@10,useful_rate@10,feasible_rate@10,near_rate@10
0.05,0.45,0.5,0.0115,0.0,0.0,0.34859999999999675,0.0
0.05,0.5,0.45,0.0125,0.0,0.0,0.3574999999999971,0.0
0.05,0.55,0.4,0.0115,0.0,0.0,0.36689999999999723,0.0
0.05,0.6,0.35,0.012,0.0,0.0,0.3921999999999975,0.0
0.05,0.65,0.3,0.0125,0.0,0.0,0.4584000000000019,0.0
0.05,0.7,0.25,0.0115,0.0,0.0,0.48630000000000423,0.0
0.05,0.75,0.2,0.011,0.0,0.0,0.4944500000000045,0.0
0.05,0.8,0.15,0.011,0.0,0.0,0.5020500000000027,0.0
0.05,0.85,0.1,0.011,0.0,0.0,0.5064000000000025,0.0
0.05,0.9,0.05,0.011,0.0,0.0,0.5104500000000027,0.0
0.05,0.95,0.0,0.0125,0.0,0.0,0.5135500000000024,0.0
0.1,0.0,0.9,0.012,0.0,0.0,0.09279999999999826,0.0
0.1,0.05,0.85,0.012,0.0,0.0,0.09569999999999827,0.0
0.1,0.1,0.8,0.0125,0.0,0.0,0.09924999999999816,0.0
0.1,0.15,0.75,0.013,0.0,0.0,0.13159999999999772,0.0
0.1,0.2,0.7,0.013,0.0,0.0,0.14309999999999842,0.0
0.1,0.25,0.65,0.0115,0.0,0.0,0.18099999999999947,0.0
0.1,0.3,0.6,0.0125,0.0,0.0,0.27940000000000065,0.0
0.1,0.35,0.55,0.012,0.0,0.0,0.3302499999999969,0.0
0.1,0.4,0.5,0.011,0.0,0.0,0.340249999999997,0.0
0.1,0.45,0.45,0.011,0.0,0.0,0.3512499999999972,0.0
0.1,0.5,0.4,0.012,0.0,0.0,0.36334999999999734,0.0
0.1,0.55,0.35,0.013,0.0,0.0,0.3751999999999976,0.0
0.1,0.6,0.3,0.013,0.0,0.0,0.4351999999999997,0.0
0.1,0.65,0.25,0.012,0.0,0.0,0.4844000000000043,0.0
0.1,0.7,0.2,0.0115,0.0,0.0,0.49210000000000476,0.0
0.1,0.75,0.15,0.0115,0.0,0.0,0.5006000000000039,0.0
0.1,0.8,0.1,0.0115,0.0,0.0,0.5070000000000026,0.0
0.1,0.85,0.05,0.0125,0.0,0.0,0.5123000000000026,0.0
0.1,0.9,0.0,0.0135,0.0,0.0,0.5139500000000025,0.0
0.15,0.0,0.85,0.0115,0.0,0.0,0.09244999999999824,0.0
0.15,0.05,0.8,0.012,0.0,0.0,0.09534999999999826,0.0
0.15,0.1,0.75,0.0125,0.0,0.0,0.0998499999999981,0.0
0.15,0.15,0.7,0.013,0.0,0.0,0.13259999999999778,0.0
0.15,0.2,0.65,0.0135,0.0,0.0,0.15694999999999884,0.0
0.15,0.25,0.6,0.0125,0.0,0.0,0.19439999999999938,0.0
0.15,0.3,0.55,0.013,0.0,0.0,0.30229999999999957,0.0
0.15,0.35,0.5,0.0115,0.0,0.0,0.3327499999999969,0.0
0.15,0.4,0.45,0.011,0.0,0.0,0.342049999999997,0.0
0.15,0.45,0.4,0.012,0.0,0.0,0.3566499999999974,0.0
0.15,0.5,0.35,0.0115,0.0,0.0,0.36584999999999757,0.0
0.15,0.55,0.3,0.0125,0.0,0.0,0.3969999999999979,0.0
0.15,0.6,0.25,0.012,0.0,0.0,0.4726500000000032,0.0
0.15,0.65,0.2,0.013,0.0,0.0,0.4895000000000043,0.0
0.15,0.7,0.15,0.013,0.0,0.0,0.5021000000000048,0.0
0.15,0.75,0.1,0.0135,0.0,0.0,0.5119500000000029,0.0
0.15,0.8,0.05,0.0145,0.0,0.0,0.5172000000000027,0.0
0.15,0.85,0.0,0.014,0.0,0.0,0.5186000000000025,0.0
0.2,0.0,0.8,0.012,0.0,0.0,0.09324999999999821,0.0
0.2,0.05,0.75,0.0125,0.0,0.0,0.09564999999999818,0.0
0.2,0.1,0.7,0.0135,0.0,0.0,0.10149999999999806,0.0
0.2,0.15,0.65,0.013,0.0,0.0,0.13509999999999786,0.0
0.2,0.2,0.6,0.0125,0.0,0.0,0.1687999999999992,0.0
0.2,0.25,0.55,0.012,0.0,0.0,0.22294999999999932,0.0
0.2,0.3,0.5,0.0115,0.0,0.0,0.3257499999999969,0.0
0.2,0.35,0.45,0.0115,0.0,0.0,0.33359999999999723,0.0
0.2,0.4,0.4,0.012,0.0,0.0,0.34719999999999734,0.0
0.2,0.45,0.35,0.014,0.0,0.0,0.3652499999999975,0.0
0.2,0.5,0.3,0.0155,0.0,0.0,0.38804999999999806,0.0
0.2,0.55,0.25,0.014,0.0,0.0,0.4475000000000005,0.0
0.2,0.6,0.2,0.015,0.0,0.0,0.47595000000000165,0.0
0.2,0.65,0.15,0.015,0.0,0.0,0.5008000000000039,0.0
0.2,0.7,0.1,0.0155,0.0,0.0,0.5138500000000028,0.0
0.2,0.75,0.05,0.0155,0.0,0.0,0.5261500000000012,0.0
0.2,0.8,0.0,0.015,0.0,0.0,0.5278500000000013,0.0
0.25,0.0,0.75,0.012,0.0,0.0,0.09349999999999824,0.0
0.25,0.05,0.7,0.013,0.0,0.0,0.09719999999999819,0.0
0.25,0.1,0.65,0.0135,0.0,0.0,0.10529999999999803,0.0
0.25,0.15,0.6,0.014,0.0,0.0,0.13839999999999808,0.0
0.25,0.2,0.55,0.014,0.0,0.0,0.17389999999999892,0.0
0.25,0.25,0.5,0.015,0.0,0.0,0.2586000000000014,0.0
0.25,0.3,0.45,0.014,0.0,0.0,0.3332499999999971,0.0
0.25,0.35,0.4,0.015,0.0,0.0,0.3451999999999974,0.0
0.25,0.4,0.35,0.0145,0.0,0.0,0.3649499999999978,0.0
0.25,0.45,0.3,0.015,0.0,0.0,0.378799999999998,0.0
0.25,0.5,0.25,0.016,0.0,0.0,0.4248499999999996,0.0
0.25,0.55,0.2,0.0165,0.0,0.0,0.46820000000000117,0.0
0.25,0.6,0.15,0.0175,0.0,0.0,0.4995000000000039,0.0
0.25,0.65,0.1,0.018,0.0,0.0,0.5118000000000031,0.0
0.25,0.7,0.05,0.018,0.0,0.0,0.5274500000000011,0.0
0.25,0.75,0.0,0.017,0.0,0.0,0.5293500000000011,0.0
0.3,0.0,0.7,0.013,0.0,0.0,0.0985999999999982,0.0
0.3,0.05,0.65,0.014,0.0,0.0,0.10364999999999817,0.0
0.3,0.1,0.6,0.017,0.0,0.0,0.11684999999999798,0.0
0.3,0.15,0.55,0.017,0.0,0.0,0.13919999999999869,0.0
0.3,0.2,0.5,0.017,0.0,0.0,0.18424999999999953,0.0
0.3,0.25,0.45,0.0165,0.0,0.0,0.28830000000000033,0.0
0.3,0.3,0.4,0.0155,0.0,0.0,0.33949999999999736,0.0
0.3,0.35,0.35,0.0165,0.0,0.0,0.35224999999999745,0.0
0.3,0.4,0.3,0.0165,0.0,0.0,0.3738999999999978,0.0
0.3,0.45,0.25,0.0185,0.0,0.0,0.39414999999999817,0.0
0.3,0.5,0.2,0.018,0.0,0.0,0.43839999999999846,0.0
0.3,0.55,0.15,0.0185,0.0,0.0,0.4808000000000011,0.0
0.3,0.6,0.1,0.018,0.0,0.0,0.5082500000000036,0.0
0.3,0.65,0.05,0.0175,0.0,0.0,0.5303000000000014,0.0
0.3,0.7,0.0,0.0165,0.0,0.0,0.5362000000000008,0.0
0.35,0.0,0.65,0.0155,0.0,0.0,0.10659999999999803,0.0
0.35,0.05,0.6,0.0165,0.0,0.0,0.1088999999999981,0.0
0.35,0.1,0.55,0.017,0.0,0.0,0.12129999999999797,0.0
0.35,0.15,0.5,0.0175,0.0,0.0,0.14219999999999905,0.0
0.35,0.2,0.45,0.0175,0.0,0.0,0.20184999999999942,0.0
0.35,0.25,0.4,0.017,0.0,0.0,0.32859999999999767,0.0
0.35,0.3,0.35,0.0185,0.0,0.0,0.3437999999999974,0.0
0.35,0.35,0.3,0.019,0.0,0.0,0.36619999999999764,0.0
0.35,0.4,0.25,0.02,0.0,0.0,0.3882499999999983,0.0
0.35,0.45,0.2,0.019,0.0,0.0,0.4212999999999983,0.0
0.35,0.5,0.15,0.02,0.0,0.0,0.46860000000000024,0.0
0.35,0.55,0.1,0.0195,0.0,0.0,0.4942000000000007,0.0
0.35,0.6,0.05,0.0195,0.0,0.0,0.5292000000000022,0.0
0.35,0.65,0.0,0.017,0.0,0.0,0.5373500000000007,0.0
0.4,0.0,0.6,0.0165,0.0,0.0,0.10574999999999808,0.0
0.4,0.05,0.55,0.018,0.0,0.0,0.10854999999999812,0.0
0.4,0.1,0.5,0.0185,0.0,0.0,0.11449999999999852,0.0
0.4,0.15,0.45,0.0195,0.0,0.0,0.14864999999999948,0.0
0.4,0.2,0.4,0.018,0.0,0.0,0.23059999999999975,0.0
0.4,0.25,0.35,0.019,0.0,0.0,0.3407999999999975,0.0
0.4,0.3,0.3,0.02,0.0,0.0,0.3598499999999977,0.0
0.4,0.35,0.25,0.0205,0.0,0.0,0.3849499999999983,0.0
0.4,0.4,0.2,0.021,0.0,0.0,0.40699999999999825,0.0
0.4,0.45,0.15,0.0195,0.0,0.0,0.443999999999998,0.0
0.4,0.5,0.1,0.02,0.0,0.0,0.4864499999999999,0.0
0.4,0.55,0.05,0.0195,0.0,0.0,0.5137500000000005,0.0
0.4,0.6,0.0,0.0195,0.0,0.0,0.5412,0.0
0.45,0.0,0.55,0.018,0.0,0.0,0.10569999999999811,0.0
0.45,0.05,0.5,0.02,0.0,0.0,0.09909999999999873,0.0
0.45,0.1,0.45,0.0195,0.0,0.0,0.11469999999999882,0.0
0.45,0.15,0.4,0.02,0.0,0.0,0.1659500000000001,0.0
0.45,0.2,0.35,0.02,0.0,0.0,0.2812000000000011,0.0
0.45,0.25,0.3,0.021,0.0,0.0,0.3534999999999978,0.0
0.45,0.3,0.25,0.0215,0.0,0.0,0.37394999999999806,0.0
0.45,0.35,0.2,0.021,0.0,0.0,0.3982999999999979,0.0
0.45,0.4,0.15,0.0205,0.0,0.0,0.4269499999999981,0.0
0.45,0.45,0.1,0.021,0.0,0.0,0.4743499999999993,0.0
0.45,0.5,0.05,0.0205,0.0,0.0,0.5047499999999995,0.0
0.45,0.55,0.0,0.02,0.0,0.0,0.5356000000000012,0.0
0.5,0.0,0.5,0.019,0.0,0.0,0.0979499999999989,0.0
0.5,0.05,0.45,0.0195,0.0,0.0,0.10154999999999888,0.0
0.5,0.1,0.4,0.02,0.0,0.0,0.12209999999999882,0.0
0.5,0.15,0.35,0.02,0.0,0.0,0.1838500000000006,0.0
0.5,0.2,0.3,0.0215,0.0,0.0,0.3277999999999994,0.0
0.5,0.25,0.25,0.021,0.0,0.0,0.3655999999999977,0.0
0.5,0.3,0.2,0.0215,0.0,0.0,0.3910499999999979,0.0
0.5,0.35,0.15,0.022,0.0,0.0,0.416149999999998,0.0
0.5,0.4,0.1,0.0215,0.0,0.0,0.44984999999999786,0.0
0.5,0.45,0.05,0.02,0.0,0.0,0.49419999999999925,0.0
0.5,0.5,0.0,0.0205,0.0,0.0,0.5371500000000015,0.0
0.55,0.0,0.45,0.02,0.0,0.0,0.09824999999999892,0.0
0.55,0.05,0.4,0.02,0.0,0.0,0.09954999999999901,0.0
0.55,0.1,0.35,0.0225,0.0,0.0,0.1290499999999989,0.0
0.55,0.15,0.3,0.0215,0.0,0.0,0.22589999999999988,0.0
0.55,0.2,0.25,0.0225,0.0,0.0,0.3634499999999975,0.0
0.55,0.25,0.2,0.022,0.0,0.0,0.38219999999999793,0.0
0.55,0.3,0.15,0.023,0.0,0.0,0.4072499999999981,0.0
0.55,0.35,0.1,0.0225,0.0,0.0,0.43594999999999795,0.0
0.55,0.4,0.05,0.0215,0.0,0.0,0.4854500000000004,0.0
0.55,0.45,0.0,0.021,0.0,0.0,0.5152999999999999,0.0
0.6,0.0,0.4,0.0215,0.0,0.0,0.09804999999999905,0.0
0.6,0.05,0.35,0.024,0.0,0.0,0.10664999999999893,0.0
0.6,0.1,0.3,0.023,0.0,0.0,0.15384999999999968,0.0
0.6,0.15,0.25,0.0235,0.0,0.0,0.28220000000000073,0.0
0.6,0.2,0.2,0.0225,0.0,0.0,0.37774999999999814,0.0
0.6,0.25,0.15,0.0225,0.0,0.0,0.3990999999999978,0.0
0.6,0.3,0.1,0.022,0.0,0.0,0.42529999999999857,0.0
0.6,0.35,0.05,0.0195,0.0,0.0,0.47074999999999934,0.0
0.6,0.4,0.0,0.02,0.0,0.0,0.5012,0.0
0.65,0.0,0.35,0.024,0.0,0.0,0.10444999999999884,0.0
0.65,0.05,0.3,0.023,0.0,0.0,0.11474999999999892,0.0
0.65,0.1,0.25,0.0235,0.0,0.0,0.1774000000000007,0.0
0.65,0.15,0.2,0.022,0.0,0.0,0.3460499999999995,0.0
0.65,0.2,0.15,0.022,0.0,0.0,0.39359999999999806,0.0
0.65,0.25,0.1,0.0205,0.0,0.0,0.4157499999999985,0.0
0.65,0.3,0.05,0.0215,0.0,0.0,0.44329999999999836,0.0
0.65,0.35,0.0,0.02,0.0,0.0,0.4870999999999999,0.0
0.7,0.0,0.3,0.022,0.0,0.0,0.11204999999999889,0.0
0.7,0.05,0.25,0.022,0.0,0.0,0.13039999999999893,0.0
0.7,0.1,0.2,0.023,0.0,0.0,0.21875000000000153,0.0
0.7,0.15,0.15,0.0215,0.0,0.0,0.38814999999999794,0.0
0.7,0.2,0.1,0.0215,0.0,0.0,0.4089999999999981,0.0
0.7,0.25,0.05,0.0205,0.0,0.0,0.4296499999999986,0.0
0.7,0.3,0.0,0.0195,0.0,0.0,0.4566499999999981,0.0
0.75,0.0,0.25,0.023,0.0,0.0,0.12359999999999889,0.0
0.75,0.05,0.2,0.0235,0.0,0.0,0.14979999999999966,0.0
0.75,0.1,0.15,0.022,0.0,0.0,0.27885000000000054,0.0
0.75,0.15,0.1,0.021,0.0,0.0,0.40239999999999804,0.0
0.75,0.2,0.05,0.02,0.0,0.0,0.42009999999999836,0.0
0.75,0.25,0.0,0.02,0.0,0.0,0.4380499999999982,0.0
0.8,0.0,0.2,0.0225,0.0,0.0,0.14209999999999956,0.0
0.8,0.05,0.15,0.024,0.0,0.0,0.174,0.0
0.8,0.1,0.1,0.0225,0.0,0.0,0.31730000000000047,0.0
0.8,0.15,0.05,0.0205,0.0,0.0,0.410999999999998,0.0
0.8,0.2,0.0,0.0205,0.0,0.0,0.4243999999999979,0.0
0.85,0.0,0.15,0.024,0.0,0.0,0.16125000000000006,0.0
0.85,0.05,0.1,0.0235,0.0,0.0,0.19450000000000014,0.0
0.85,0.1,0.05,0.021,0.0,0.0,0.3428000000000002,0.0
0.85,0.15,0.0,0.0205,0.0,0.0,0.4158499999999976,0.0
0.9,0.0,0.1,0.024,0.0,0.0,0.17940000000000042,0.0
0.9,0.05,0.05,0.025,0.0,0.0,0.22255000000000058,0.0
0.9,0.1,0.0,0.0215,0.0,0.0,0.3514499999999993,0.0
0.95,0.0,0.05,0.026,0.0,0.0,0.19450000000000062,0.0
0.95,0.05,0.0,0.0255,0.0,0.0,0.23805000000000073,0.0
1.0,0.0,0.0,0.027,0.0,0.0,0.21305000000000135,0.0
