alpha_taste,alpha_pantry,alpha_nutrition,recall@10,useful_recall@10,useful_rate@10,feasible_rate@10,near_rate@10
0.05,0.45,0.5,0.014,0.0,0.012100000000000019,0.6246499999999985,0.03829999999999998
0.05,0.5,0.45,0.0135,0.0,0.01195000000000002,0.6524499999999998,0.03769999999999999
0.05,0.55,0.4,0.012,0.0,0.011700000000000016,0.6810499999999982,0.03660000000000001
0.05,0.6,0.35,0.013,0.0,0.011400000000000016,0.7061999999999994,0.034950000000000044
0.05,0.65,0.3,0.014,0.0,0.010950000000000015,0.7241999999999997,0.03340000000000004
0.05,0.7,0.25,0.014,0.0,0.010600000000000012,0.7357999999999993,0.031600000000000086
0.05,0.75,0.2,0.0145,0.0,0.010000000000000005,0.7435999999999995,0.029550000000000066
0.05,0.8,0.15,0.0155,0.0,0.009500000000000005,0.7478999999999997,0.02805000000000005
0.05,0.85,0.1,0.015,0.0,0.009200000000000007,0.75295,0.02725000000000004
0.05,0.9,0.05,0.0165,0.0,0.009150000000000005,0.7538,0.02640000000000003
0.05,0.95,0.0,0.0175,0.0,0.008600000000000003,0.7469499999999997,0.025200000000000018
0.1,0.0,0.9,0.0155,0.0005,0.008199999999999987,0.35965000000000125,0.038999999999999986
0.1,0.05,0.85,0.016,0.0,0.012300000000000021,0.37920000000000037,0.038999999999999986
0.1,0.1,0.8,0.0155,0.0,0.012300000000000021,0.39945,0.038999999999999986
0.1,0.15,0.75,0.016,0.0,0.012300000000000021,0.4250499999999998,0.038999999999999986
0.1,0.2,0.7,0.014,0.0,0.012300000000000021,0.45804999999999974,0.038999999999999986
0.1,0.25,0.65,0.013,0.0,0.012300000000000021,0.4958999999999989,0.038999999999999986
0.1,0.3,0.6,0.014,0.0,0.012300000000000021,0.5367499999999986,0.038999999999999986
0.1,0.35,0.55,0.014,0.0,0.01225000000000002,0.5746499999999997,0.03894999999999999
0.1,0.4,0.5,0.014,0.0,0.012200000000000018,0.6059499999999984,0.03854999999999998
0.1,0.45,0.45,0.0145,0.0,0.012000000000000018,0.6368499999999995,0.03799999999999999
0.1,0.5,0.4,0.014,0.0,0.011850000000000017,0.6671499999999994,0.03715
0.1,0.55,0.35,0.0135,0.0,0.011500000000000015,0.6946999999999987,0.035500000000000025
0.1,0.6,0.3,0.015,0.0,0.010950000000000015,0.7150499999999997,0.033750000000000044
0.1,0.65,0.25,0.0145,0.0,0.010700000000000013,0.7283999999999993,0.032050000000000085
0.1,0.7,0.2,0.0155,0.0,0.010150000000000008,0.7385999999999993,0.030200000000000074
0.1,0.75,0.15,0.016,0.0,0.009550000000000005,0.7429499999999991,0.028350000000000056
0.1,0.8,0.1,0.016,0.0,0.009200000000000007,0.7488499999999995,0.02695000000000004
0.1,0.85,0.05,0.017,0.0,0.009100000000000004,0.7494999999999996,0.026300000000000028
0.1,0.9,0.0,0.0175,0.0,0.008600000000000003,0.7459499999999996,0.025150000000000016
0.15,0.0,0.85,0.016,0.0005,0.008199999999999987,0.35850000000000143,0.038999999999999986
0.15,0.05,0.8,0.016,0.0,0.012300000000000021,0.3783000000000008,0.038999999999999986
0.15,0.1,0.75,0.0165,0.0,0.012300000000000021,0.4007500000000003,0.038999999999999986
0.15,0.15,0.7,0.0155,0.0,0.012300000000000021,0.4289499999999999,0.038999999999999986
0.15,0.2,0.65,0.015,0.0,0.012300000000000021,0.4644999999999998,0.038999999999999986
0.15,0.25,0.6,0.015,0.0,0.012300000000000021,0.5051999999999995,0.038999999999999986
0.15,0.3,0.55,0.0145,0.0,0.012300000000000021,0.547599999999999,0.038999999999999986
0.15,0.35,0.5,0.0135,0.0,0.01225000000000002,0.5845499999999983,0.03884999999999999
0.15,0.4,0.45,0.014,0.0,0.012100000000000019,0.6166499999999984,0.038249999999999985
0.15,0.45,0.4,0.0135,0.0,0.011900000000000018,0.6473499999999994,0.03764999999999999
0.15,0.5,0.35,0.0135,0.0,0.011600000000000015,0.6775999999999995,0.03625000000000002
0.15,0.55,0.3,0.015,0.0,0.011150000000000016,0.7026000000000001,0.034250000000000044
0.15,0.6,0.25,0.0155,0.0,0.010750000000000013,0.7187999999999997,0.03260000000000005
0.15,0.65,0.2,0.017,0.0,0.01035000000000001,0.7309499999999988,0.03050000000000008
0.15,0.7,0.15,0.0165,0.0,0.009550000000000005,0.7388499999999993,0.028400000000000057
0.15,0.75,0.1,0.0175,0.0,0.009200000000000007,0.7441,0.027000000000000038
0.15,0.8,0.05,0.0175,0.0,0.009100000000000004,0.7458499999999991,0.026250000000000027
0.15,0.85,0.0,0.018,0.0,0.008500000000000004,0.7445999999999996,0.025000000000000015
0.2,0.0,0.8,0.016,0.0005,0.008199999999999987,0.35745000000000154,0.038999999999999986
0.2,0.05,0.75,0.016,0.0,0.012300000000000021,0.37690000000000085,0.038999999999999986
0.2,0.1,0.7,0.0165,0.0,0.012300000000000021,0.40255000000000024,0.038999999999999986
0.2,0.15,0.65,0.0165,0.0,0.012300000000000021,0.4316500000000001,0.038999999999999986
0.2,0.2,0.6,0.0155,0.0,0.012300000000000021,0.47100000000000014,0.038999999999999986
0.2,0.25,0.55,0.015,0.0,0.012300000000000021,0.5143499999999992,0.038999999999999986
0.2,0.3,0.5,0.0135,0.0,0.012300000000000021,0.5570499999999989,0.038999999999999986
0.2,0.35,0.45,0.013,0.0,0.012200000000000018,0.5924999999999989,0.03854999999999998
0.2,0.4,0.4,0.014,0.0,0.011950000000000018,0.6261999999999989,0.03784999999999999
0.2,0.45,0.35,0.0145,0.0,0.011700000000000016,0.6579499999999999,0.0367
0.2,0.5,0.3,0.0145,0.0,0.011250000000000017,0.6857500000000006,0.03475000000000004
0.2,0.55,0.25,0.016,0.0,0.010700000000000012,0.7064000000000006,0.03270000000000004
0.2,0.6,0.2,0.0175,0.0,0.01045000000000001,0.7198000000000001,0.03105000000000008
0.2,0.65,0.15,0.0185,0.0,0.009700000000000004,0.7299499999999995,0.02880000000000006
0.2,0.7,0.1,0.0195,0.0,0.009150000000000004,0.7369999999999995,0.026800000000000036
0.2,0.75,0.05,0.019,0.0,0.009050000000000002,0.7398999999999993,0.02615000000000003
0.2,0.8,0.0,0.019,0.0,0.008500000000000004,0.7426499999999994,0.025100000000000015
0.25,0.0,0.75,0.016,0.0005,0.008199999999999987,0.35565000000000196,0.038999999999999986
0.25,0.05,0.7,0.0165,0.0,0.012300000000000021,0.37805000000000116,0.038999999999999986
0.25,0.1,0.65,0.017,0.0,0.012300000000000021,0.40315000000000056,0.038999999999999986
0.25,0.15,0.6,0.016,0.0,0.012300000000000021,0.4336000000000001,0.038999999999999986
0.25,0.2,0.55,0.017,0.0,0.012300000000000021,0.47984999999999955,0.038999999999999986
0.25,0.25,0.5,0.017,0.0,0.012300000000000021,0.5227499999999988,0.038999999999999986
0.25,0.3,0.45,0.0165,0.0,0.01225000000000002,0.566499999999999,0.038749999999999986
0.25,0.35,0.4,0.016,0.0,0.01215000000000002,0.6006999999999989,0.038249999999999985
0.25,0.4,0.35,0.016,0.0,0.011850000000000017,0.6348500000000005,0.03725
0.25,0.45,0.3,0.018,0.0,0.011350000000000016,0.6645000000000002,0.035200000000000044
0.25,0.5,0.25,0.018,0.0,0.010800000000000013,0.6904,0.03305000000000004
0.25,0.55,0.2,0.019,0.0,0.01035000000000001,0.7070000000000002,0.031200000000000082
0.25,0.6,0.15,0.021,0.0,0.009800000000000005,0.7185000000000004,0.029100000000000063
0.25,0.65,0.1,0.021,0.0,0.009250000000000006,0.7267499999999997,0.02705000000000004
0.25,0.7,0.05,0.0195,0.0,0.009050000000000002,0.7305499999999989,0.02615000000000003
0.25,0.75,0.0,0.021,0.0,0.008500000000000004,0.7351999999999996,0.025200000000000018
0.3,0.0,0.7,0.018,0.0005,0.008199999999999987,0.35545000000000215,0.038999999999999986
0.3,0.05,0.65,0.019,0.0,0.012300000000000021,0.37735000000000096,0.038999999999999986
0.3,0.1,0.6,0.0185,0.0,0.012300000000000021,0.4037000000000008,0.038999999999999986
0.3,0.15,0.55,0.017,0.0,0.012300000000000021,0.4391000000000005,0.038999999999999986
0.3,0.2,0.5,0.018,0.0,0.012300000000000021,0.48719999999999897,0.038999999999999986
0.3,0.25,0.45,0.0185,0.0,0.012300000000000021,0.5352499999999989,0.03894999999999999
0.3,0.3,0.4,0.019,0.0,0.012200000000000018,0.5750499999999991,0.038499999999999986
0.3,0.35,0.35,0.0175,0.0,0.012000000000000018,0.61015,0.03744999999999999
0.3,0.4,0.3,0.018,0.0,0.011550000000000015,0.6427499999999997,0.03605000000000002
0.3,0.45,0.25,0.019,0.0,0.011000000000000017,0.6709999999999993,0.034000000000000044
0.3,0.5,0.2,0.021,0.0,0.010500000000000013,0.6905000000000004,0.03165000000000009
0.3,0.55,0.15,0.0225,0.0,0.009900000000000006,0.7057999999999999,0.029250000000000068
0.3,0.6,0.1,0.023,0.0,0.009200000000000005,0.7164999999999998,0.02705000000000004
0.3,0.65,0.05,0.021,0.0,0.009050000000000002,0.72465,0.02610000000000003
0.3,0.7,0.0,0.021,0.0,0.008400000000000005,0.7275999999999995,0.025150000000000016
0.35,0.0,0.65,0.018,0.0005,0.008199999999999987,0.35255000000000164,0.038999999999999986
0.35,0.05,0.6,0.02,0.0,0.012300000000000021,0.375950000000001,0.038999999999999986
0.35,0.1,0.55,0.0195,0.0,0.012300000000000021,0.40570000000000056,0.038999999999999986
0.35,0.15,0.5,0.018,0.0,0.012300000000000021,0.4460999999999999,0.038999999999999986
0.35,0.2,0.45,0.02,0.0,0.012300000000000021,0.4957999999999987,0.038999999999999986
0.35,0.25,0.4,0.02,0.0,0.01225000000000002,0.5451999999999988,0.03884999999999999
0.35,0.3,0.35,0.0175,0.0,0.012200000000000018,0.5844999999999997,0.03814999999999999
0.35,0.35,0.3,0.019,0.0,0.011800000000000017,0.6185999999999992,0.0367
0.35,0.4,0.25,0.0195,0.0,0.011000000000000017,0.6494499999999992,0.03420000000000004
0.35,0.45,0.2,0.0215,0.0,0.010550000000000009,0.67365,0.03195000000000008
0.35,0.5,0.15,0.0225,0.0,0.009900000000000006,0.6907499999999998,0.02970000000000007
0.35,0.55,0.1,0.0225,0.0,0.009250000000000006,0.7040499999999997,0.027350000000000044
0.35,0.6,0.05,0.0225,0.0,0.009050000000000002,0.7149499999999995,0.026200000000000032
0.35,0.65,0.0,0.021,0.0,0.008400000000000005,0.7176999999999996,0.025150000000000016
0.4,0.0,0.6,0.0185,0.0005,0.008199999999999987,0.3514000000000016,0.038999999999999986
0.4,0.05,0.55,0.02,0.0,0.012250000000000021,0.3768500000000013,0.038999999999999986
0.4,0.1,0.5,0.02,0.0,0.012300000000000021,0.4081000000000004,0.038999999999999986
0.4,0.15,0.45,0.0195,0.0,0.012300000000000021,0.4545999999999998,0.038999999999999986
0.4,0.2,0.4,0.0195,0.0,0.012300000000000021,0.5077999999999991,0.03894999999999999
0.4,0.25,0.35,0.021,0.0,0.01225000000000002,0.5548999999999991,0.03854999999999999
0.4,0.3,0.3,0.019,0.0,0.011850000000000017,0.5913499999999997,0.03704999999999999
0.4,0.35,0.25,0.02,0.0,0.011300000000000017,0.6266999999999986,0.03505000000000004
0.4,0.4,0.2,0.0215,0.0,0.010650000000000014,0.6546000000000004,0.032550000000000044
0.4,0.45,0.15,0.022,0.0,0.009950000000000006,0.6756000000000001,0.030150000000000076
0.4,0.5,0.1,0.0215,0.0,0.009300000000000006,0.6914500000000002,0.02735000000000004
0.4,0.55,0.05,0.0225,0.0,0.009100000000000004,0.7024000000000001,0.026350000000000033
0.4,0.6,0.0,0.0225,0.0,0.008350000000000003,0.7103999999999996,0.025200000000000018
0.45,0.0,0.55,0.0195,0.0005,0.008199999999999987,0.34975000000000156,0.038999999999999986
0.45,0.05,0.5,0.019,0.0,0.01120000000000001,0.37545000000000095,0.038999999999999986
0.45,0.1,0.45,0.0205,0.0,0.012300000000000021,0.41145000000000054,0.038999999999999986
0.45,0.15,0.4,0.0195,0.0,0.012300000000000021,0.4633999999999995,0.038999999999999986
0.45,0.2,0.35,0.021,0.0,0.012250000000000021,0.5164499999999991,0.03884999999999999
0.45,0.25,0.3,0.0205,0.0,0.011900000000000018,0.5634999999999994,0.03769999999999999
0.45,0.3,0.25,0.02,0.0,0.011600000000000015,0.6001999999999996,0.03595000000000002
0.45,0.35,0.2,0.0215,0.0,0.010800000000000013,0.6317999999999994,0.03310000000000004
0.45,0.4,0.15,0.0235,0.0,0.010050000000000007,0.6574999999999999,0.030450000000000078
0.45,0.45,0.1,0.0225,0.0,0.009400000000000006,0.6771,0.02785000000000005
0.45,0.5,0.05,0.0225,0.0,0.008950000000000003,0.689,0.026100000000000026
0.45,0.55,0.0,0.023,0.0,0.008350000000000003,0.6962499999999999,0.025150000000000016
0.5,0.0,0.5,0.0195,0.0005,0.008199999999999987,0.3472000000000015,0.038999999999999986
0.5,0.05,0.45,0.0205,0.0,0.010800000000000006,0.3747500000000008,0.038999999999999986
0.5,0.1,0.4,0.0205,0.0,0.012300000000000021,0.41505000000000003,0.038999999999999986
0.5,0.15,0.35,0.021,0.0,0.012300000000000021,0.4715999999999996,0.03894999999999999
0.5,0.2,0.3,0.022,0.0,0.012050000000000019,0.5280999999999988,0.03814999999999998
0.5,0.25,0.25,0.0225,0.0,0.011700000000000018,0.5698500000000002,0.03664999999999999
0.5,0.3,0.2,0.0215,0.0,0.011000000000000015,0.6046999999999978,0.03370000000000004
0.5,0.35,0.15,0.0225,0.0,0.010250000000000009,0.6350999999999988,0.03090000000000008
0.5,0.4,0.1,0.024,0.0,0.009550000000000006,0.6588499999999993,0.028350000000000056
0.5,0.45,0.05,0.0245,0.0,0.008900000000000003,0.6725999999999989,0.02620000000000003
0.5,0.5,0.0,0.0235,0.0,0.008400000000000005,0.6871499999999995,0.025200000000000018
0.55,0.0,0.45,0.0205,0.0005,0.008199999999999987,0.34525000000000144,0.038999999999999986
0.55,0.05,0.4,0.022,0.0,0.009750000000000007,0.3740000000000004,0.038999999999999986
0.55,0.1,0.35,0.022,0.0,0.012300000000000021,0.41960000000000064,0.038999999999999986
0.55,0.15,0.3,0.022,0.0,0.01220000000000002,0.4819499999999992,0.03874999999999999
0.55,0.2,0.25,0.023,0.0,0.011900000000000018,0.5360999999999988,0.03744999999999999
0.55,0.25,0.2,0.0235,0.0,0.011200000000000017,0.5765499999999992,0.03475000000000004
0.55,0.3,0.15,0.0235,0.0,0.010500000000000011,0.6093499999999981,0.031350000000000086
0.55,0.35,0.1,0.025,0.0,0.009700000000000004,0.6362499999999981,0.028650000000000054
0.55,0.4,0.05,0.0255,0.0,0.008950000000000003,0.6565499999999984,0.026450000000000033
0.55,0.45,0.0,0.025,0.0,0.008400000000000005,0.6695499999999992,0.025200000000000018
0.6,0.0,0.4,0.0215,0.0005,0.008199999999999987,0.3425000000000014,0.038999999999999986
0.6,0.05,0.35,0.0215,0.0,0.009200000000000002,0.3727500000000003,0.038999999999999986
0.6,0.1,0.3,0.022,0.0,0.012250000000000021,0.42405000000000076,0.03889999999999998
0.6,0.15,0.25,0.0235,0.0,0.01200000000000002,0.48979999999999807,0.038199999999999984
0.6,0.2,0.2,0.024,0.0,0.011350000000000018,0.5425999999999973,0.035500000000000025
0.6,0.25,0.15,0.0245,0.0,0.010550000000000009,0.5807499999999984,0.03200000000000009
0.6,0.3,0.1,0.024,0.0,0.009700000000000007,0.6100999999999985,0.029050000000000065
0.6,0.35,0.05,0.024,0.0,0.009000000000000003,0.6341499999999983,0.02675000000000003
0.6,0.4,0.0,0.025,0.0,0.008450000000000003,0.6518999999999987,0.025350000000000015
0.65,0.0,0.35,0.0215,0.0005,0.008199999999999987,0.33930000000000093,0.038999999999999986
0.65,0.05,0.3,0.023,0.0005,0.008849999999999997,0.3704000000000005,0.038999999999999986
0.65,0.1,0.25,0.024,0.0,0.01215000000000002,0.43080000000000007,0.0387
0.65,0.15,0.2,0.025,0.0,0.011700000000000016,0.5010499999999971,0.036750000000000005
0.65,0.2,0.15,0.025,0.0,0.010650000000000014,0.5463499999999979,0.03255000000000005
0.65,0.25,0.1,0.0245,0.0,0.009750000000000005,0.5771999999999983,0.029350000000000067
0.65,0.3,0.05,0.0245,0.0,0.008950000000000005,0.607399999999999,0.026800000000000036
0.65,0.35,0.0,0.025,0.0,0.008400000000000005,0.6283999999999986,0.025500000000000023
0.7,0.0,0.3,0.0225,0.0005,0.008199999999999987,0.335350000000001,0.038999999999999986
0.7,0.05,0.25,0.0245,0.0005,0.008699999999999996,0.3681500000000008,0.03884999999999999
0.7,0.1,0.2,0.025,0.0,0.01200000000000002,0.4373,0.03799999999999999
0.7,0.15,0.15,0.0265,0.0,0.011100000000000018,0.5079999999999973,0.03355000000000005
0.7,0.2,0.1,0.024,0.0,0.009800000000000007,0.5443499999999978,0.029650000000000065
0.7,0.25,0.05,0.025,0.0,0.008800000000000006,0.576099999999999,0.026900000000000035
0.7,0.3,0.0,0.0245,0.0,0.008400000000000003,0.6027499999999993,0.02560000000000002
0.75,0.0,0.25,0.023,0.0005,0.008099999999999986,0.33135000000000125,0.03889999999999999
0.75,0.05,0.2,0.024,0.0005,0.008349999999999991,0.364750000000001,0.03849999999999999
0.75,0.1,0.15,0.0255,0.0,0.011400000000000014,0.43969999999999965,0.03495000000000004
0.75,0.15,0.1,0.0245,0.0,0.009900000000000008,0.5047999999999971,0.029950000000000063
0.75,0.2,0.05,0.0245,0.0,0.008850000000000007,0.5401999999999971,0.02715000000000004
0.75,0.25,0.0,0.024,0.0,0.008300000000000002,0.5699499999999983,0.025750000000000023
0.8,0.0,0.2,0.0235,0.0005,0.007999999999999985,0.3267000000000016,0.03865
0.8,0.05,0.15,0.0255,0.0005,0.007699999999999984,0.3592500000000014,0.03620000000000001
0.8,0.1,0.1,0.025,0.0,0.009900000000000008,0.44374999999999903,0.030200000000000067
0.8,0.15,0.05,0.025,0.0,0.008600000000000005,0.5018499999999965,0.027050000000000036
0.8,0.2,0.0,0.024,0.0,0.008250000000000004,0.536249999999997,0.025850000000000026
0.85,0.0,0.15,0.024,0.0005,0.007199999999999985,0.3224000000000016,0.03595
0.85,0.05,0.1,0.025,0.0005,0.0056999999999999915,0.35340000000000216,0.030450000000000067
0.85,0.1,0.05,0.0255,0.0,0.008400000000000005,0.4445999999999989,0.02715000000000004
0.85,0.15,0.0,0.0245,0.0,0.008100000000000005,0.49794999999999645,0.025750000000000023
0.9,0.0,0.1,0.024,0.0005,0.004899999999999993,0.3243500000000021,0.02965000000000006
0.9,0.05,0.05,0.026,0.0005,0.004449999999999995,0.3458000000000026,0.02735000000000004
0.9,0.1,0.0,0.0245,0.0,0.006799999999999997,0.4341500000000008,0.02580000000000002
0.95,0.0,0.05,0.0255,0.0005,0.004099999999999997,0.32680000000000253,0.02710000000000004
0.95,0.05,0.0,0.027,0.0005,0.003849999999999998,0.3479000000000026,0.026000000000000027
1.0,0.0,0.0,0.027,0.0005,0.0037999999999999974,0.3314500000000028,0.026050000000000025
