alpha_taste,alpha_pantry,alpha_nutrition,recall@10,useful_recall@10,useful_rate@10,feasible_rate@10,near_rate@10
0.15,0.0,0.85,0.012,0.0,0.0,0.16104999999999897,0.0
0.15,0.05,0.8,0.0125,0.0,0.0,0.16259999999999958,0.0
0.15,0.1,0.75,0.013,0.0,0.0,0.18579999999999913,0.0
0.15,0.15,0.7,0.0125,0.0,0.0,0.2251499999999999,0.0
0.15,0.2,0.65,0.0115,0.0,0.0,0.24915000000000115,0.0
0.15,0.25,0.6,0.011,0.0,0.0,0.33394999999999825,0.0
0.15,0.3,0.55,0.012,0.0,0.0,0.34979999999999795,0.0
0.15,0.35,0.5,0.0115,0.0,0.0,0.38754999999999795,0.0
0.15,0.4,0.45,0.0105,0.0,0.0,0.39949999999999775,0.0
0.15,0.45,0.4,0.0095,0.0,0.0,0.4031999999999965,0.0
0.15,0.5,0.35,0.0095,0.0,0.0,0.42174999999999657,0.0
0.15,0.55,0.3,0.011,0.0,0.0,0.4335999999999968,0.0
0.15,0.6,0.25,0.012,0.0,0.0,0.46304999999999913,0.0
0.15,0.65,0.2,0.013,0.0,0.0,0.47920000000000046,0.0
0.15,0.7,0.15,0.0115,0.0,0.0,0.48570000000000085,0.0
0.15,0.75,0.1,0.0105,0.0,0.0,0.493600000000001,0.0
0.15,0.8,0.05,0.0105,0.0,0.0,0.49530000000000063,0.0
0.15,0.85,0.0,0.011,0.0,0.0,0.49565000000000065,0.0
0.2,0.0,0.8,0.0125,0.0,0.0,0.16039999999999893,0.0
0.2,0.05,0.75,0.013,0.0,0.0,0.16394999999999957,0.0
0.2,0.1,0.7,0.014,0.0,0.0,0.18839999999999912,0.0
0.2,0.15,0.65,0.0135,0.0,0.0,0.23845000000000144,0.0
0.2,0.2,0.6,0.013,0.0,0.0,0.2522500000000011,0.0
0.2,0.25,0.55,0.0125,0.0,0.0,0.33944999999999803,0.0
0.2,0.3,0.5,0.0145,0.0,0.0,0.3638999999999971,0.0
0.2,0.35,0.45,0.014,0.0,0.0,0.3965499999999983,0.0
0.2,0.4,0.4,0.013,0.0,0.0,0.400649999999997,0.0
0.2,0.45,0.35,0.013,0.0,0.0,0.4138999999999969,0.0
0.2,0.5,0.3,0.012,0.0,0.0,0.4302499999999972,0.0
0.2,0.55,0.25,0.0125,0.0,0.0,0.4599999999999989,0.0
0.2,0.6,0.2,0.0125,0.0,0.0,0.4760999999999992,0.0
0.2,0.65,0.15,0.0135,0.0,0.0,0.48969999999999997,0.0
0.2,0.7,0.1,0.012,0.0,0.0,0.49770000000000053,0.0
0.2,0.75,0.05,0.0115,0.0,0.0,0.5022500000000004,0.0
0.2,0.8,0.0,0.0115,0.0,0.0,0.5035500000000004,0.0
0.25,0.0,0.75,0.015,0.0,0.0,0.15504999999999905,0.0
0.25,0.05,0.7,0.016,0.0,0.0,0.16559999999999983,0.0
0.25,0.1,0.65,0.018,0.0,0.0,0.1957499999999998,0.0
0.25,0.15,0.6,0.0175,0.0,0.0,0.2484000000000013,0.0
0.25,0.2,0.55,0.016,0.0,0.0,0.2706500000000014,0.0
0.25,0.25,0.5,0.016,0.0,0.0,0.35019999999999757,0.0
0.25,0.3,0.45,0.0165,0.0,0.0,0.37144999999999706,0.0
0.25,0.35,0.4,0.0155,0.0,0.0,0.388999999999997,0.0
0.25,0.4,0.35,0.015,0.0,0.0,0.4050999999999966,0.0
0.25,0.45,0.3,0.015,0.0,0.0,0.4200999999999971,0.0
0.25,0.5,0.25,0.0155,0.0,0.0,0.4513499999999984,0.0
0.25,0.55,0.2,0.0145,0.0,0.0,0.47044999999999915,0.0
0.25,0.6,0.15,0.0135,0.0,0.0,0.4859999999999999,0.0
0.25,0.65,0.1,0.0125,0.0,0.0,0.4989000000000009,0.0
0.25,0.7,0.05,0.0125,0.0,0.0,0.5059500000000006,0.0
0.25,0.75,0.0,0.012,0.0,0.0,0.5063000000000009,0.0
0.3,0.0,0.7,0.0175,0.0,0.0,0.15884999999999933,0.0
0.3,0.05,0.65,0.018,0.0,0.0,0.16809999999999994,0.0
0.3,0.1,0.6,0.0185,0.0,0.0,0.1996999999999998,0.0
0.3,0.15,0.55,0.017,0.0,0.0,0.2524500000000011,0.0
0.3,0.2,0.5,0.016,0.0,0.0,0.3023999999999996,0.0
0.3,0.25,0.45,0.017,0.0,0.0,0.3534499999999977,0.0
0.3,0.3,0.4,0.017,0.0,0.0,0.377099999999997,0.0
0.3,0.35,0.35,0.017,0.0,0.0,0.3947999999999967,0.0
0.3,0.4,0.3,0.0175,0.0,0.0,0.41099999999999676,0.0
0.3,0.45,0.25,0.0165,0.0,0.0,0.44449999999999873,0.0
0.3,0.5,0.2,0.016,0.0,0.0,0.4702499999999994,0.0
0.3,0.55,0.15,0.0155,0.0,0.0,0.4871999999999999,0.0
0.3,0.6,0.1,0.0145,0.0,0.0,0.4983000000000007,0.0
0.3,0.65,0.05,0.014,0.0,0.0,0.5110500000000011,0.0
0.3,0.7,0.0,0.0145,0.0,0.0,0.5134000000000012,0.0
0.35,0.0,0.65,0.0185,0.0,0.0,0.15839999999999918,0.0
0.35,0.05,0.6,0.0185,0.0,0.0,0.17024999999999996,0.0
0.35,0.1,0.55,0.0175,0.0,0.0,0.20089999999999975,0.0
0.35,0.15,0.5,0.0175,0.0,0.0,0.25835000000000136,0.0
0.35,0.2,0.45,0.019,0.0,0.0,0.3286499999999987,0.0
0.35,0.25,0.4,0.0185,0.0,0.0,0.36089999999999695,0.0
0.35,0.3,0.35,0.019,0.0,0.0,0.3700999999999983,0.0
0.35,0.35,0.3,0.0185,0.0,0.0,0.409199999999997,0.0
0.35,0.4,0.25,0.0165,0.0,0.0,0.4393499999999988,0.0
0.35,0.45,0.2,0.0175,0.0,0.0,0.46504999999999935,0.0
0.35,0.5,0.15,0.016,0.0,0.0,0.48474999999999935,0.0
0.35,0.55,0.1,0.0155,0.0,0.0,0.5008000000000005,0.0
0.35,0.6,0.05,0.017,0.0,0.0,0.5142500000000013,0.0
0.35,0.65,0.0,0.016,0.0,0.0,0.5179000000000014,0.0
0.4,0.0,0.6,0.018,0.0,0.0,0.15999999999999936,0.0
0.4,0.05,0.55,0.02,0.0,0.0,0.1736,0.0
0.4,0.1,0.5,0.02,0.0,0.0,0.21084999999999976,0.0
0.4,0.15,0.45,0.02,0.0,0.0,0.2668500000000012,0.0
0.4,0.2,0.4,0.0195,0.0,0.0,0.356549999999998,0.0
0.4,0.25,0.35,0.0185,0.0,0.0,0.35629999999999884,0.0
0.4,0.3,0.3,0.019,0.0,0.0,0.3900499999999972,0.0
0.4,0.35,0.25,0.019,0.0,0.0,0.4205999999999977,0.0
0.4,0.4,0.2,0.0195,0.0,0.0,0.45724999999999943,0.0
0.4,0.45,0.15,0.018,0.0,0.0,0.48264999999999975,0.0
0.4,0.5,0.1,0.0175,0.0,0.0,0.49905000000000005,0.0
0.4,0.55,0.05,0.018,0.0,0.0,0.5150500000000013,0.0
0.4,0.6,0.0,0.0185,0.0,0.0,0.5225500000000013,0.0
0.45,0.0,0.55,0.02,0.0,0.0,0.16804999999999984,0.0
0.45,0.05,0.5,0.022,0.0,0.0,0.18520000000000048,0.0
0.45,0.1,0.45,0.021,0.0,0.0,0.22345000000000018,0.0
0.45,0.15,0.4,0.0195,0.0,0.0,0.27500000000000124,0.0
0.45,0.2,0.35,0.0205,0.0,0.0,0.3450499999999995,0.0
0.45,0.25,0.3,0.0215,0.0,0.0,0.3589999999999987,0.0
0.45,0.3,0.25,0.0205,0.0,0.0,0.41249999999999837,0.0
0.45,0.35,0.2,0.0215,0.0,0.0,0.45139999999999963,0.0
0.45,0.4,0.15,0.02,0.0,0.0,0.4785999999999993,0.0
0.45,0.45,0.1,0.019,0.0,0.0,0.49614999999999954,0.0
0.45,0.5,0.05,0.018,0.0,0.0,0.5158000000000001,0.0
0.45,0.55,0.0,0.018,0.0,0.0,0.5220000000000007,0.0
0.5,0.0,0.5,0.0205,0.0,0.0,0.17205,0.0
0.5,0.05,0.45,0.021,0.0,0.0,0.19035000000000074,0.0
0.5,0.1,0.4,0.02,0.0,0.0,0.24530000000000135,0.0
0.5,0.15,0.35,0.021,0.0,0.0,0.29875000000000035,0.0
0.5,0.2,0.3,0.021,0.0,0.0,0.349099999999999,0.0
0.5,0.25,0.25,0.021,0.0,0.0,0.3769999999999984,0.0
0.5,0.3,0.2,0.021,0.0,0.0,0.44109999999999927,0.0
0.5,0.35,0.15,0.0205,0.0,0.0,0.47044999999999937,0.0
0.5,0.4,0.1,0.0205,0.0,0.0,0.4945499999999997,0.0
0.5,0.45,0.05,0.0205,0.0,0.0,0.5137999999999998,0.0
0.5,0.5,0.0,0.018,0.0,0.0,0.5260000000000006,0.0
0.55,0.0,0.45,0.021,0.0,0.0,0.17610000000000017,0.0
0.55,0.05,0.4,0.022,0.0,0.0,0.20879999999999976,0.0
0.55,0.1,0.35,0.0205,0.0,0.0,0.2573500000000015,0.0
0.55,0.15,0.3,0.0215,0.0,0.0,0.32919999999999955,0.0
0.55,0.2,0.25,0.0215,0.0,0.0,0.35974999999999896,0.0
0.55,0.25,0.2,0.02,0.0,0.0,0.41099999999999814,0.0
0.55,0.3,0.15,0.0205,0.0,0.0,0.45094999999999835,0.0
0.55,0.35,0.1,0.0205,0.0,0.0,0.48814999999999964,0.0
0.55,0.4,0.05,0.0195,0.0,0.0,0.5104499999999996,0.0
0.55,0.45,0.0,0.019,0.0,0.0,0.5241000000000005,0.0
0.6,0.0,0.4,0.022,0.0,0.0,0.1828500000000004,0.0
0.6,0.05,0.35,0.0215,0.0,0.0,0.2110999999999997,0.0
0.6,0.1,0.3,0.0205,0.0,0.0,0.266050000000001,0.0
0.6,0.15,0.25,0.0215,0.0,0.0,0.34799999999999925,0.0
0.6,0.2,0.2,0.0205,0.0,0.0,0.38674999999999815,0.0
0.6,0.25,0.15,0.02,0.0,0.0,0.43039999999999745,0.0
0.6,0.3,0.1,0.0205,0.0,0.0,0.47329999999999933,0.0
0.6,0.35,0.05,0.019,0.0,0.0,0.49924999999999964,0.0
0.6,0.4,0.0,0.019,0.0,0.0,0.51775,0.0
0.65,0.0,0.35,0.022,0.0,0.0,0.1905000000000008,0.0
0.65,0.05,0.3,0.0215,0.0,0.0,0.21654999999999963,0.0
0.65,0.1,0.25,0.021,0.0,0.0,0.2593499999999998,0.0
0.65,0.15,0.2,0.0205,0.0,0.0,0.37014999999999854,0.0
0.65,0.2,0.15,0.021,0.0,0.0,0.40324999999999794,0.0
0.65,0.25,0.1,0.0195,0.0,0.0,0.4432999999999978,0.0
0.65,0.3,0.05,0.02,0.0,0.0,0.4719499999999976,0.0
0.65,0.35,0.0,0.0195,0.0,0.0,0.4935999999999978,0.0
0.7,0.0,0.3,0.0215,0.0,0.0,0.19360000000000108,0.0
0.7,0.05,0.25,0.023,0.0,0.0,0.20905000000000118,0.0
0.7,0.1,0.2,0.0225,0.0,0.0,0.2804499999999994,0.0
0.7,0.15,0.15,0.0225,0.0,0.0,0.37544999999999884,0.0
0.7,0.2,0.1,0.0215,0.0,0.0,0.4060999999999987,0.0
0.7,0.25,0.05,0.0205,0.0,0.0,0.4484499999999977,0.0
0.7,0.3,0.0,0.0195,0.0,0.0,0.4736999999999969,0.0
0.75,0.0,0.25,0.023,0.0,0.0,0.18290000000000003,0.0
0.75,0.05,0.2,0.0245,0.0,0.0,0.20445000000000044,0.0
0.75,0.1,0.15,0.023,0.0,0.0,0.3109500000000003,0.0
0.75,0.15,0.1,0.022,0.0,0.0,0.38559999999999867,0.0
0.75,0.2,0.05,0.022,0.0,0.0,0.42179999999999784,0.0
0.75,0.25,0.0,0.021,0.0,0.0,0.4490999999999976,0.0
0.8,0.0,0.2,0.024,0.0,0.0,0.18755000000000024,0.0
0.8,0.05,0.15,0.024,0.0,0.0,0.22290000000000135,0.0
0.8,0.1,0.1,0.023,0.0,0.0,0.3332999999999999,0.0
0.8,0.15,0.05,0.022,0.0,0.0,0.40139999999999804,0.0
0.8,0.2,0.0,0.022,0.0,0.0,0.4252999999999982,0.0
0.85,0.0,0.15,0.0245,0.0,0.0,0.20285000000000067,0.0
0.85,0.05,0.1,0.025,0.0,0.0,0.23470000000000124,0.0
0.85,0.1,0.05,0.023,0.0,0.0,0.3512499999999996,0.0
0.85,0.15,0.0,0.022,0.0,0.0,0.4048999999999977,0.0
0.9,0.0,0.1,0.0255,0.0,0.0,0.2273000000000012,0.0
0.9,0.05,0.05,0.0255,0.0,0.0,0.24545000000000106,0.0
0.9,0.1,0.0,0.023,0.0,0.0,0.3530999999999988,0.0
0.95,0.0,0.05,0.0255,0.0,0.0,0.24000000000000118,0.0
0.95,0.05,0.0,0.0265,0.0,0.0,0.26490000000000014,0.0
1.0,0.0,0.0,0.027,0.0,0.0,0.25660000000000005,0.0
